Authors,Title,Reject,Year,Source,Publisher,ArticleURL
"S Svetsky, O Moravcik",The automation of teaching processes based on knowledge processing,1,2014,Transactions on Machine Learning and …,researchgate.net,https://www.researchgate.net/profile/Stefan-Svetsky/publication/267506818_The_automation_of_teaching_processes_based_on_knowledge_processing/links/545ce0ac0cf2c1a63bfa5800/The-automation-of-teaching-processes-based-on-knowledge-processing.pdf
"PA Henning, F Heberle, A Streicher, A Zielinski, ...",Personalized web learning: Merging open educational resources into adaptive courses for higher education,1,2014,… approaches in learning …,pedocs.de,https://www.pedocs.de/frontdoor.php?source_opus=15972
A Harrer,Design von Interventionen für lernerzentriertes Analytics.,1,2014,DeLFI Workshops,ceur-ws.org,http://ceur-ws.org/Vol-1227/paper28.pdf
"M Coccoli, A Guercio, P Maresca, ...",Smarter universities: A vision for the fast changing digital era,1,2014,Journal of Visual …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1045926X1400086X
"C Haythornthwaite, M de Laat, ...",Introduction to the special issue on learning analytics,1,2013,American Behavioral …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0002764213498850
G Stahl,Translating Euclid: Designing a human-centered mathematics,1,2013,Synthesis Lectures on Human-Centered Informatics,morganclaypool.com,https://www.morganclaypool.com/doi/abs/10.2200/S00492ED1V01Y201303HCI017
"O VIBERGac, GM DAHLBERGbc",MOOCs' structure and knowledge management,1,2013,,researchgate.net,https://www.researchgate.net/profile/Olga-Viberg/publication/289492532_MOOCs'_structure_and_knowledge_management/links/5e1105f992851c8364b0c59c/MOOCs-structure-and-knowledge-management.pdf
"JF Grafsgaard, JB Wiggins, KE Boyer, ...",Modeling student programming with multimodal learning analytics,1,2013,Proceeding of the 44th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2445196.2445431
"P Mckenna, M Arnone, M Kaarst-Brown, ...",Ambient and emergent learning with wireless grid technologies,1,2013,EDULEARN13 …,library.iated.org,https://library.iated.org/view/MCKENNA2013AMB2
"HP Mckenna, MP Arnone, ...",Social interactions with wireless grids: Conceptualizing 21st century ambient information society,1,2013,… Information Society (i …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6636336/
"HP McKenna, MP Arnone, ML Kaarst-Brown, ...",Ambient Intelligence & Information Interactions,1,2013,… on Technology and …,academia.edu,https://www.academia.edu/download/66365075/Ambient_intelligence__information_intera20210420-25829-1f55ivp.pdf
"HP McKenna, MP Arnone, ...",Ambient intelligence & information interactions: Theorizing autonomies & awareness for 21st century society a technology-people balance,1,2013,… on Technology and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6613124/
"HP McKenna, MP Arnone, S Chauncey, ...",Ambient Privacy with Wireless Grids: Forging New Concepts of Relationship in 21 st Century Information Society,1,2013,Int. J. Inf. Secur …,researchgate.net,https://www.researchgate.net/profile/H-Patricia-Mckenna-2/publication/261596106_Ambient_Privacy_with_Wireless_Grids_Forging_New_Concepts_of_Relationship_in_21st_Century_Information_Society/links/54090a010cf2822fb738bdeb/Ambient-Privacy-with-Wireless-Grids-Forging-New-Concepts-of-Relationship-in-21st-Century-Information-Society.pdf
G Fischer,From Renaissance scholars to Renaissance communities: Learning and education in the 21st century,1,2013,… on Collaboration Technologies and Systems (CTS),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6567198/
"M Louw, A Ansari, C Bartley, ...",Stories in the rock: a design case of an explorable image viewer in a natural history museum,1,2013,International Journal of …,learntechlib.org,https://www.learntechlib.org/p/209661/
G Stahl,Collaboration: Group Geometry,1,2013,Translating Euclid,Springer,https://link.springer.com/chapter/10.1007/978-3-031-02200-5_6
AK Noor,Envisioning engineering education and practice in the coming intelligence convergence era—a complex adaptive systems approach,1,2013,Central European Journal of Engineering,Springer,https://link.springer.com/article/10.2478/s13531-013-0122-9
"G Stahl, N Law, F Hesse",Reigniting CSCL flash themes,1,2013,International Journal of Computer-Supported …,Springer,https://link.springer.com/article/10.1007/s11412-013-9185-0
G Fischer,KEYNOTE PAPER,1,2012,IADIS INTERNATIONAL CONFERENCE,researchgate.net,https://www.researchgate.net/profile/Golan-Carmi/publication/304748793_Experience_knowledge_and_previous_study_in_E-learning_courses_as_factors_that_affect_development_of_intellectual_thinking_dispositions_in_online_learning/links/5779674b08ae4645d611f092/Experience-knowledge-and-previous-study-in-E-learning-courses-as-factors-that-affect-development-of-intellectual-thinking-dispositions-in-online-learning.pdf#page=28
"M Abdulwahed, ZK Nagy, M Abdulwahed, ZK Nagy",A control systems engineering approach to designing an effective lecturing model: The implication of feedback and self-construction of knowledge,1,2012,Innovations,ineer.org,https://www.ineer.org/Selections-from-iNEER-Books/Innovations-2012_Chap-3.pdf
"G Kortuem, AK Bandara, N Smith, M Richards, ...",Educating the Internet-of-Things generation,1,2012,Computer,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6357164/
"N Palavitsinis, V Protonotarios, ...",Applying analytics for a learning portal: the Organic. Edunet case study,1,2011,… on Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2090116.2090138
"A Ram, H Ai, P Ram, S Sahay",Open social learning communities,1,2011,… of the International Conference on Web …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1988688.1988691
"K Holstein, F Xhakaj, V Aleven, B McLaren",Luna: a dashboard for teachers using intelligent tutoring systems,1,2010,Education,cs.cmu.edu,http://www.cs.cmu.edu/~./bmclaren/pubs/HolsteinEtAl-LunaTeacherDashboardForITS-IWTA2016.pdf
"S Buckingham Shum, R Ferguson",Towards a social learning space for open educational resources,1,2010,,oro.open.ac.uk,http://oro.open.ac.uk/23351/
ETH Didactics Training,Research Affiliations,1,2003,Centro,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.685.1514&rep=rep1&type=pdf
"Q Li, LP Scholar",Learning Analytics Research Network (LEARN),1,,steinhardt.nyu.edu,,https://steinhardt.nyu.edu/learn/reflections-scaling-learning-analytics
"I Jivet, H Drachsler",Designing the Learning Analytics Cockpit-A Dashboard that Enables Interventions,1,,… and Intelligent Systems for Technology Enhanced …,books.google.com,https://books.google.com/books?hl=en&lr=&id=id5BEAAAQBAJ&oi=fnd&pg=PA95&dq=%22learning+analytics%22+%22human+centered%22&ots=HBkmQOTdK9&sig=M2mv9qpCCHt3vr9m6dcC27P2P5o
K Holstein,CMU-HCII-19-104 Designing Real-time Teacher Augmentation to Combine Strengths of Human and AI Instruction,1,,reports-archive.adm.cs.cmu.edu,,http://reports-archive.adm.cs.cmu.edu/anon/anon/usr/ftp/home/ftp/hcii/abstracts/19-104.html
"E Reardon, V Kumar, G Revelle",Game Learning Analytics,1,,solaresearch.org,,https://solaresearch.org/wp-content/uploads/hla22/HLA22_Chapter_15_Reardon.pdf
N Miceli,Tag Archives: learning,1,,practicalanalytic.wordpress.com,,https://practicalanalytic.wordpress.com/tag/learning/
"B Wasson, C Hansen, G Netteland",Data Literacy and Use for Learning when using Learning...,1,,5y1.org,,https://5y1.org/info/icompass-lms_1_e0cce2.html
EW der Learning Analytics,Auf dem Weg zu einer datenbasierten Feedback-Kultur,1,,,,
J Goodell,Introduction: What is learning engineering?,1,,Learning Engineering Toolkit,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003276579-3/introduction-jim-goodell
"J Sjöberg, E Brooks","Digital Technologies, Design and Learning",1,,"Design, Learning, and Innovation: 6th EAI International …",Springer,https://link.springer.com/content/pdf/10.1007/978-3-031-06675-7.pdf#page=13
"Q Wang, I Camacho, AK Goel",Examining the Design Space of AI-Mediated Social Matching Among Online Learners,1,,dilab.gatech.edu,,https://dilab.gatech.edu/test/wp-content/uploads/2022/06/WangEtal-BookChapter-2021-1.pdf
JP Berasaluce,Search for Articles,1,,mdpi.com,,https://www.mdpi.com/si/72505
"M Janneck, A Merceron, P Sauer",DiSEA: Analysing Success and Dropout in Online-Degrees,1,,prof.bht-berlin.de,,https://prof.bht-berlin.de/fileadmin/prof/merceron/Artikel/WSADORE2021-final-DiSEA.pdf
YSTAD Gašević,The privacy paradox and its implications for learning analytics,1,,pure.ed.ac.uk,,https://www.pure.ed.ac.uk/ws/files/125575587/Privacy_paradox_camera_manuscript.pdf
"S Oviatt, J Grafsgaard, L Chen, X Ochoa",11Multimodal Learning Analytics: Assessing Learners' Mental State,1,,The Handbook of Multimodal …,dl.acm.org,https://dl.acm.org/doi/pdf/10.1145/3107990#page=355
N Miceli,Author Archives: ltif2015,1,,practicalanalytic.wordpress.com,,https://practicalanalytic.wordpress.com/author/ltif2015/
"HP Mckenna, MP Arnone, ML Kaarst-Brown, ...",Social Interactions with Wireless Grids,1,,ambientease.com,,http://www.ambientease.com/uploads/1/4/2/4/14241438/icis-pmckenna-june18.pdf
C CO,Author Title (very long titles are truncated) Start page,1,,ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/9766730/
CC Cavalcanti-carolina,Andrea Filatro–andrea. filatro@ ucb. org. br Centro Universitário Adventista de São Paulo (UNASP) Carolina Costa Cavalcanti-carolina. cavalcanti@ ucb. org …,1,,pbl2018.panpbl.org,,http://pbl2018.panpbl.org/wp-content/uploads/2018/03/INTEGRATION-OF-DESIGN-THINKING-AND-INSTRUCTIONAL.pdf
RD Roscoe,Interdisciplinary Research Opportunities in Educational Technology,1,,slatelab.engineering.asu.edu,,https://slatelab.engineering.asu.edu/wp-content/uploads/2016/11/Roscoe-Interdisciplinary-Educational-Technology.pdf
M Tannert,COMPUTING NUMERICAL IMAGES OF STUDENT WRITING: PERSPECTIVES FROM EDUCATIONAL RESEARCH,1,,Scandinavian Studies in Language,tidsskrift.dk,https://tidsskrift.dk/sss/article/view/130066
N Hosseinichimeh,Understanding Complex and Coupled Systems to Educate Tomorrow's Systems Thinkers,1,,Department of Industrial and …,,
"SL Peng, RX Hao, S Pal",ICMMCS 2020,1,,Springer,,https://link.springer.com/content/pdf/10.1007/978-981-33-4389-4.pdf
"J Goodell, AJ Hampton, R Tong, S Schatz",Software and Technology Standards as Tools,1,,Learning Engineering Toolkit,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003276579-19/software-technology-standards-tools-jim-goodell-andrew-hampton-richard-tong-sae-schatz
F De la Prieta,Pierpaolo Vittorini· Tania Di Mascio· Laura Tarantino· Marco Temperini· Rosella Gennari·,1,,Springer,,https://link.springer.com/content/pdf/10.1007/978-3-030-52538-5.pdf
"R Reynolds, S Chu, J Ahn, SB Shum, P Hansen, ...",Information and Learning Sciences,1,,academia.edu,,https://www.academia.edu/download/60466877/infolearn_inauguralintro.pdf20190902-57788-1xfq473.pdf
"C Guimarães, DR Antunes, LS García, LM Peres, ...",Best Paper Nominations,1,,ahnjune.com,,http://ahnjune.com/wp-content/uploads/2013/01/bestpapersnoms1219.pdf
"B Lowel, G Buttler, P Zener",Human Intervention in Automated Decision-Making Based ML Technology,1,,researchgate.net,,https://www.researchgate.net/profile/Ashraf-Alam-2/publication/363479476_Human_Intervention_in_Automated_Decision-Making_Based_ML_Technology/links/631ebdb6071ea12e3628abdb/Human-Intervention-in-Automated-Decision-Making-Based-ML-Technology.pdf
"S Schatz, JJ Walcutt",The Future World with Learning Engineering: A Story,1,,Learning Engineering Toolkit,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003276579-25/future-world-learning-engineering-story-sae-schatz-jj-walcutt
"D Kurzweil, KEB Marcellas",Teaming up to Improve Medical/Healthcare Education: Instructional Design & Learning Engineering,1,,Journal of Applied Instructional Design∙ Volume,,
"L Gonçales, K Farias",Towards the Measurement of Mental Effort in Software Engineering: A Research Agenda,1,,International Journal of Computer Applications,researchgate.net,https://www.researchgate.net/profile/Lucian-Goncales/publication/338632384_Towards_the_Measurement_of_Mental_Effort_in_Software_Engineering_A_Research_Agenda/links/60edfca79541032c6d39e836/Towards-the-Measurement-of-Mental-Effort-in-Software-Engineering-A-Research-Agenda.pdf
"R Van Campenhout, BG Johnson, JA Olsen",The Doer Effect: Replicating Findings that Doing Causes Learning,1,,personales.upv.es,,http://personales.upv.es/thinkmind/dl/conferences/elml/elml_2021/elml_2021_1_10_58001.pdf
"G Attwell, L Deitmer, M Perini, S Roppertz, V Tutlys","Digitalisation, Artificial Intelligence and Vocational Occupations and Skills: What are the needs for training Teachers and Trainers?",1,,iris.univr.it,,https://iris.univr.it/retrieve/handle/11562/1037185/194924/2020_Digitalisation%2C%20Artificial%20Intelligence%20and%20Vocational%20Occupations%20and%20Skills.pdf
K Clum,Category: Data-Driven Decision-Maker,1,,katieclum.org,,http://katieclum.org/category/data_driven_decision-maker/
"Y Mendez, F Moreira, J Arango",Student eXperience (SX) concept,1,,researchgate.net,,https://www.researchgate.net/profile/Gabriel-Ramirez-20/publication/362018930_Student_eXperience_SX_concept/links/62d5d1cbdaa38132ab57e696/Student-eXperience-SX-concept.pdf
"KJ Wiley, Y Dimitriadis, A Bradford, MC Linn",From theory to action,1,,,,
"ADM Nii-Addotey, RE Scott, M Mars",P-5: A Structural Equation Model for Health Workers' mHealth Adoption in the Developing World.,1,,The 24th Finnish National Conference …,telemedicine.fi,https://www.telemedicine.fi/images/pdf/seminaarit/2019/978-952-68112-9-1.pdf#page=114
"L Farinetti, L Canale, G Consoli",Prototipazione di una UI per la ricerca di argomenti video-indicizzati,1,,webthesis.biblio.polito.it,,https://webthesis.biblio.polito.it/15910/1/tesi.pdf
G Fischer,Mass Collaboration with Social Software in TEL,1,,researchgate.net,,https://www.researchgate.net/profile/Gerhard-Fischer-10/publication/317178447_Mass_Collaboration_with_Social_Software_in_TEL/links/5c3901d992851c22a36e423b/Mass-Collaboration-with-Social-Software-in-TEL.pdf
I Fraunhofer,Personalized Web Learning by joining OER,1,,researchgate.net,,https://www.researchgate.net/profile/Peter-Henning/publication/261991518_Personalized_Web_Learning_by_joining_OER/links/5423bbb60cf238c6ea6e4ab3/Personalized-Web-Learning-by-joining-OER.pdf
